5;-4.83
10;-5.19
15;-5.26
20;-5.59
25;-5.53
30;-5.15
35;-4.47
40;-4.44
45;-4.46
50;-4.66
55;-5.04
60;-4.44
65;-4.1
70;-4.16
75;-4.02
80;-3.53
85;-3.91
90;-3.96
95;-4.02
100;-4.09
105;-4.86
110;-5.09
115;-4.45
120;-4.42
125;-4.3
130;-4.66
135;-4.91
140;-4.46
145;-3.91
150;-3.77
155;-3.98
160;-4.18
165;-4.17
170;-4.29
175;-4.46
180;-4.48
185;-4.5
190;-4.5
195;-4.42
200;-4.98
205;-4.75
210;-4.49
215;-4.64
220;-4.83
225;-4.55
230;-4.82
235;-4.86
240;-4.44
245;-4.54
250;-4.99
255;-4.71
260;-4.69
265;-4.91
270;-4.93
275;-4.55
280;-4.82
285;-4.75
290;-4.98
295;-5.18
300;-5.26
305;-5.23
310;-5.23
315;-4.56
320;-3.71
325;-3.03
330;-2.44
335;-1.84
340;0.8
345;4.7
350;10.5
355;17.77
360;26.31
365;36
370;46.59
375;57.92
380;69.89
385;82.44
390;94.69
395;107.25
400;120.78
405;135.48
410;151.78
415;167.38
420;183.4
425;200.18
430;217.75
435;236.84
440;256.18
445;274.3
450;292.42
455;310.82
460;329.1
465;347.22
470;365.5
475;383.55
480;401.41
485;418.59
490;434.81
495;452.67
500;469.6
505;486.22
510;502.31
515;516.55
520;534.69
525;550.21
530;567.02
535;581.8
540;597.04
545;612.49
550;627.88
555;641.85
560;654.13
565;667.39
570;681.47
575;697.23
580;709.16
585;723.62
590;734.56
595;743.86
600;752.95
605;766.56
610;777.69
615;784.73
620;792.61
625;804.98
630;809.61
635;818.73
640;830.06
645;829.69
650;839.21
655;848.22
660;856.43
665;861.6
670;865.84
675;866.24
680;866.3
685;873.92
690;880.67
695;880.78
700;882.49
705;882.33
710;883.53
715;885.07
720;881.2
725;879.81
730;881.62
735;881.49
740;879.77
745;876.22
750;867.65
755;864.14
760;864.73
765;865.97
770;859.46
775;857.73
780;863.35
785;870.59
790;782.82
795;689.49
800;825.48
805;766.14
810;809.72
815;802.9
820;805.18
825;789.7
830;771.85
835;751.99
840;749.2
845;737.14
850;733.59
855;721.57
860;703.39
865;681.38
870;667.91
875;661.24
880;654.2
885;642.2
890;622.56
895;611.95
900;601.11
905;588.37
910;570.8
915;565.48
920;540.45
925;521.18
930;508.82
935;494.73
940;479.33
945;463.05
950;446.83
955;429.46
960;411.49
965;394.86
970;377.49
975;360.98
980;342.39
985;324.9
990;308.92
995;292.04
1000;272.78
1005;252.18
1010;234.15
1015;217.22
1020;198.9
1025;179.87
1030;161.42
1035;144.8
1040;128.96
1045;114.86
1050;101.11
1055;87.55
1060;73.83
1065;60.03
1070;46.72
1075;35.41
1080;25.16
1085;16.48
1090;8.17
1095;1.06
1100;-4.26
1105;-6.5
1110;-8.51
1115;-9.37
1120;-10.29
1125;-9.47
1130;-8.81
1135;-8.72
1140;-8.42
1145;-8.58
1150;-8.47
1155;-8.12
1160;-8.34
1165;-8.46
1170;-8.36
1175;-8.32
1180;-7.96
1185;-7.41
1190;-7.02
1195;-5.7
1200;-5.31
1205;-5.55
1210;-5.4
1215;-5.28
1220;-5.2
1225;-5.24
1230;-5.23
1235;-4.75
1240;-4.9
1245;-4.61
1250;-5.22
1255;-6.34
1260;-6.12
1265;-5.39
1270;-4.66
1275;-4.58
1280;-4.62
1285;-4.72
1290;-4.9
1295;-4.56
1300;-4.54
1305;-4.48
1310;-4.75
1315;-4.98
1320;-5.23
1325;-5.26
1330;-5.12
1335;-4.77
1340;-4.25
1345;-3.85
1350;-4.56
1355;-4.75
1360;-4.42
1365;-4.26
1370;-4.38
1375;-4.33
1380;-3.83
1385;-3.02
1390;-3.21
1395;-3.19
1400;-4.1
1405;-4.39
1410;-4.05
1415;-4.21
1420;-4.12
1425;-4.25
1430;-4.28
1435;-4.26
1440;-4.17
1445;-3.58
1450;-2.95
1455;-3.34
1460;-4.26
1465;-4.43
1470;-4.4
1475;-4.3
1480;-4.16
1485;-4.14
1490;-3.6
1495;-3.14
1500;-3.31
1505;-3.77
1510;-4.21
1515;-4.2
1520;-4.29
1525;-4.24
1530;-4.27
1535;-4.2
1540;-4.08
1545;-4.47
1550;-3.64
1555;-3.31
1560;-3.49
1565;-3.09
1570;-2.88
1575;-3.3
1580;-4.23
1585;-4.42
1590;-4.25
1595;-4.32
1600;-4.49
1605;-4.2
1610;-4.26
1615;-3.94
1620;-3.75
1625;-3.75
1630;-3.45
1635;-2.86
1640;-2.87
1645;-2.97
1650;-3.01
1655;-3.62
1660;-3.77
1665;-3.53
1670;-3.6
1675;-4.02
1680;-3.89
1685;-3.19
1690;-3.48
1695;-3.69
1700;-2.85
1705;-3.2
1710;-3.6
1715;-2.49
1720;-2.18
1725;-2.35
1730;-3.02
1735;-2.5
1740;-2.89
1745;-2.96
1750;-2.96
1755;-2.41
1760;-2.43
1765;-2.22
1770;-1.83
1775;-0.48
1780;1.61
1785;4.86
1790;9.6
1795;15.18
1800;22.09
1805;30.54
1810;39.77
1815;49.74
1820;60.36
1825;71.5
1830;83.4
1835;95.36
1840;108.11
1845;120.77
1850;135.97
1855;150.79
1860;165.88
1865;181.51
1870;198.95
1875;217.19
1880;235.66
1885;254.83
1890;274.34
1895;292.96
1900;309.74
1905;326.68
1910;346.69
1915;362.63
1920;377
1925;391.78
1930;414.71
1935;437.41
1940;458.49
1945;446.15
1950;382.54
1955;270.74
1960;305.97
1965;472.48
1970;493.02
1975;545.82
1980;553.79
1985;460.92
1990;361.99
1995;463.85
2000;632.57
2005;590.76
2010;646.49
2015;738.65
2020;662.12
2025;561.17
2030;555.41
2035;590.57
2040;490.9
2045;477.11
2050;567.72
2055;469.72
2060;402.82
2065;539.86
2070;692.9
2075;765.14
2080;778.74
2085;784.26
2090;791.94
2095;796.99
2100;801.51
2105;813.27
2110;814.62
2115;828.48
2120;829.33
2125;835.51
2130;835.38
2135;841.58
2140;842.13
2145;843.87
2150;839.44
2155;840.21
2160;844.67
2165;842.04
2170;839.06
2175;842.97
2180;835.52
2185;832.17
2190;828.87
2195;829.63
2200;817.44
2205;818.51
2210;824.15
2215;811.81
2220;801.53
2225;799.87
2230;794.97
2235;785.06
2240;784.73
2245;774.41
2250;770.84
2255;767.85
2260;758.07
2265;747.62
2270;735.35
2275;719.78
2280;708.46
2285;701.13
2290;693.36
2295;675.08
2300;669.9
2305;653.85
2310;639.81
2315;626.71
2320;618.5
2325;603.43
2330;592.69
2335;582.03
2340;559.63
2345;544.77
2350;528.22
2355;511.43
2360;502.9
2365;487.95
2370;469.26
2375;444.04
2380;427.48
2385;373.13
2390;404.23
2395;378.45
2400;361.59
2405;348.84
2410;338.18
2415;323.59
2420;305.44
2425;292.23
2430;268.47
2435;249.59
2440;240.69
2445;206.86
2450;201.41
2455;192.46
2460;173.77
2465;159.36
2470;144.69
2475;127.96
2480;115.7
2485;103.61
2490;90.24
2495;77.34
2500;65.41
2505;54.05
2510;42.94
2515;32.8
2520;24.3
2525;16.65
2530;10.13
2535;5.07
2540;0.84
2545;-2.49
2550;-4.94
2555;-6.44
2560;-6.98
2565;-6.95
2570;-6.76
2575;-6.91
2580;-7
2585;-6.94
2590;-6.86
2595;-6.92
2600;-6.31
2605;-5.36
2610;-5.26
2615;-5.26
2620;-5.24
2625;-5.12
2630;-5.08
2635;-4.98
2640;-4.39
2645;-4.36
2650;-4.24
2655;-4.28
2660;-4.58
2665;-4.54
2670;-4.48
2675;-4.02
2680;-4.5
2685;-4.53
2690;-4.58
2695;-4.42
2700;-4.53
2705;-4.12
2710;-3.37
2715;-3.49
2720;-3.77
2725;-4.18
2730;-4.31
2735;-4.54
2740;-4.69
2745;-4.61
2750;-4.15
2755;-4.4
2760;-4.92
2765;-4.99
2770;-4.49
2775;-4.11
2780;-3.96
2785;-3.82
2790;-3.85
2795;-3.43
2800;-2.81
2805;-2.69
2810;-3.11
2815;-3.69
2820;-4.2
2825;-4.18
2830;-4.32
2835;-4.14
2840;-3.85
2845;-3.62
2850;-3.5
2855;-3.02
2860;-3.05
2865;-3.58
2870;-3.5
2875;-3.39
2880;-3.62
2885;-3.43
2890;-3.49
2895;-3.64
2900;-3.53
2905;-3.52
2910;-3.54
2915;-3.61
2920;-3.78
2925;-3.96
2930;-4.02
2935;-3.93
2940;-4.13
2945;-4.11
2950;-4.09
2955;-4.17
2960;-4.07
